id,content,command_and_control,infection_propagation,secondary_operation,machine_access_control,anti_detection,exfiltration,data_theft,collection,integrity_violation,persistence,destruction,anti_code_analysis,security_degradation,privilege_escalation,availability_violation,anti_behavioral_analysis,discovery
79,Cmstar Yara Rule.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,"rule ce_enfal_cmstar_debug_msg 1 2 3 4 5 6 7 8 9 rule ce_enfal_cmstar_debug_msg 10 { 11 meta: 12 author = ""rfalcone"" 13 description = ""Detects the static debug strings within CMSTAR"" 14 reference = ""9b9cc7e2a2481b0472721e6b87f1eba4faf2d419d1e2c115a91ab7e7e6fc7f7c"" 15 date = ""5/10/2015"" 16 strings: 17 $d1 = ""EEE\x0d\x0a"" fullword 18 $d2 = ""TKE\x0d\x0a"" fullword 19 $d3 = ""VPE\x0d\x0a"" fullword 20 $d4 = ""VPS\x0d\x0a"" fullword 21 $d5 = ""WFSE\x0d\x0a"" fullword 22 $d6 = ""WFSS\x0d\x0a"" fullword 23 $d7 = ""CM**\x0d\x0a"" fullword 24 condition: 25 uint16(0) == 0x5a4d and all of ($d*) 26 } 27 28 29 30 31 32 33 34 35.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,COZYDUKE.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TLP: WHITE.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,CONTENTS Introduction2 The CozyDuke toolset 2 Attack overview  2 Infection vector 2 Target details 2 Timeline2 Attribution & links 2 Technical Details  3 Initial infection 3 CozyDuke main dropper 3 CozyDuke main component 4 Overview4 Persistence4 Configuration data 4 Command and control communication 5 Tasks5 Modules6 Executables6 CozyDuke Evolution 6 CozyDuke Terminology and Naming 7 Appendix A | Sample hashes 8 Appendix B: IOCs 9.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"This whitepaper provides an overview of CozyDuke, a set of tools used by one or more malicious actors for performing targeted attacks against high profile organizations, such as governmental organizations and other entities that work closely with these institutions.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"The CozyDuke toolset, which we believe has been under active development since at least 2011, consists of tools for infecting targeted hosts, establishing and maintaining backdoor access to the hosts, gathering information from them and gaining further access to other hosts inside the victim organization.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5,"Based on command and control (C&C) server information found being used by CozyDuke tools, we believe the CozyDuke toolset is used by at least one malicious actor who also uses, or at the least shares, infrastructure with actors using the known threats, MiniDuke and OnionDuke.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,F-SECURE LABS SECURITY RESPONSE Malware analysis Whitepaper.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,COZYDUKE Malware analysis 2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,INTRODUCTION.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,THE COZYDUKE TOOLSET.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,"CozyDuke, as referred to in this document, is a set of tools used by one or more malicious actors for performing targeted attacks against high profile organizations.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,The core of the CozyDuke toolset is a modular attack platform consisting of a main component augmented by a set of additional modules implementing further functionality.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,The CozyDuke toolset also includes multiple kinds of droppers for infecting hosts with CozyDuke or for executing additional tools from the CozyDuke toolset.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,"Finally, the CozyDuke toolset includes tools and scripts – some custom-written, others based on openly available tools – that are used for purposes such as gathering further information from infected hosts or for infecting additional hosts in the same target organization.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,ATTACK OVERVIEW.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Infection vector.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"We have observed CozyDuke being spread via email, which usually contain a link to a compromised website hosting a ZIP file (although in at least one case, the file was hosted on Dropbox).",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"These files contain an executable that, upon execution, will write to disk and execute CozyDuke, while at the same time presenting the user with a decoy to divert attention.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"The decoy is usually an uninteresting PDF, but we have also observed a Flash video of monkeys being presented as the decoy.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"FIGURE 1: C&C INFRASTRUCTURE CONNECTIONS BETWEEN COZYDUKE, MINIDUKE AND ONIONDUKE.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,CozyDuke MiniDuke OnionDuke nostressjob.com grouptumbler.com overpict.com postmaster@grouptumbler.com John Kasai.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Target details.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,We have reason to believe CozyDuke is being used to target governmental organizations and entities that work closely with such bodies.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Timeline.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,We believe the current CozyDuke activity started at the end of January 2015.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Most of the samples we have observed were compiled beginning from the end of January.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"However, based on comparisons of recent CozyDuke samples against older samples we have obtained dating back as far as the end of 2011, we believe CozyDuke has been under active development since at least 2011.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Attribution & links.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,We have strong evidence suggesting the group using CozyDuke is the same as - or at the least shares command and control infrastructure with - the group or groups using MiniDuke and OnionDuke.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"Firstly, a CozyDuke sample from February of 2012 attempts to contact a C&C server at nostressjob.com.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,This domain has previously been associated with known MiniDuke C&C infrastructure.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,This same infrastructure has also been seen in use by OnionDuke.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"Secondly, we also have reason to believe CozyDuke has, in some instances, downloaded and executed droppers for DLL files reminiscent of OnionDuke.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,"Specifically, the DLLs dropped have used file and export names also used by OnionDuke.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"Additionally, the strings in the DLLs have been encrypted using the same algorithm used by OnionDuke.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"This link is, however, not as conclusive as the infrastructure overlap.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,COZYDUKE Malware analysis 3.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,TECHNICAL DETAILS.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,INITIAL INFECTION.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Infection with CozyDuke begins with the victim receiving an email containing a link to a ZIP file.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"This ZIP file will contain a single executable, usually a self-extracting RAR archive.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,"Upon execution, it will write two files to disk.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,The first file is a decoy.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,The decoy has usually been a PDF document but Flash videos have also been observed in some cases.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,The second file extracted from the archive is a CozyDuke dropper.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,This dropper will then proceed to write to disk the main CozyDuke components as well as an encrypted configuration file used by CozyDuke.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,FIGURE 2: THE COZYDUKE INFECTION FLOW.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,ZIP file Malicious link Downloads ZIP file Extracts Self-extracting RAR Extracts Extracts CozyDuke main dropper Decoy document Encrypted CozyDuke configuration components file.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,COZYDUKE MAIN DROPPER.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,"The main CozyDuke dropper, used for infecting hosts with CozyDuke, begins by checking whether the victim has an anti-virus product installed.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,"Should an installed product be found, it will be compared to a predetermined list of product names.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,"If the installed product matches a name on the list, the dropper will immediately exit.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Newer versions of the dropper will perform additional checks to ensure the dropper is not being executed inside a virtual machine or a known malware analysis sandbox environment.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,"Should either of these checks fail, the dropper will likewise exit immediately.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,"Next, the dropper will find and decrypt encrypted data stored as two PE resources embedded in the executable.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,These resources are named with the hexadecimal identifiers 0x000A and 0x000B.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Both resources are structured similarily.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,They begin with a four-byte value specifying the length of the included decryption key.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,This decryption key immediately follows the length field.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,"Finally, the rest of the resource is the encrypted payload.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60,The encryption used is a simple XOR with a rotating key.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,"The first resource, 0x000A, contains as its payload a Microsoft cabinet archive.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,This archive contains the CozyDuke components that the dropper will later install on the victim system.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,"The second resource, 0x000B, contains as its payload an XML file with instructions for the dropper on where to install the dropped components and what to name them.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,The dropper will then proceed to write the CozyDuke components to the specified location.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,The dropper will additionally copy the system file rundll32.exe to the install location for CozyDuke.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,This file will also use a name specified in the droppers configuration file.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,"Finally, the dropper will use the copy of rundll32.exe to load and execute the CozyDuke main component.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,COZYDUKE Malware analysis 4.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,COZYDUKE MAIN COMPONENT.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Overview.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,The main component of CozyDuke is a DLL file responsible for orchestrating all of CozyDuke’s activity on a victim machine.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,The main component is executed by the CozyDuke dropper using a copy of rundll32.exe.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,"The entrypoint function varies, but is always specified in the dropper configuration.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,"The most important functionalities offered by the main component are establishment of persistence, gathering of basic system information, communication with the C&C server and the execution of additional tasks, modules or executables as commanded by the C&C server.",1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
75,Persistence.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,CozyDuke may use multiple techniques for establishing persistence; the following is one technique used.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
77,"Firstly, CozyDuke may set itself to be executed at system startup by adding a registry value under any of the following registry keys.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
78,• HKLM\Software\Microsoft\Windows\ CurrentVersion\Run\ • HKCU\Software\Microsoft\Windows\ CurrentVersion\Run\.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,FIGURE 3: SCREENSHOT OF A DECRYPTED COZYDUKE CONFIGURATION FILE.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,• HKLM\Software\Microsoft\Windows\ CurrentVersion\Policies\Explorer\Run • HKCU\Software\Microsoft\Windows\ CurrentVersion\Policies\Explorer\Run.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"The name of the registry value will usually be the filename, (without the extension) of the CozyDuke main component.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,CozyDuke may also register itself as a Windows service or scheduled task.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
83,"Additionally, CozyDuke may utilize a technique known as COM-object hijacking [1] to establish persistence.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
84,"To achieve this, CozyDuke will “hijack” the registry entries for the COM object “SharedTaskScheduler”.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,CozyDuke will modify the registry entries in such a way that any loading of the SharedTaskScheduler COM object will first load a special CozyDuke module that will ensure CozyDuke stays active on the victim host.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
86,Configuration data.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,The configuration data for CozyDuke is stored as a separate RC4-encrypted file that is written to disk by the CozyDuke dropper during initial infection.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,The name of the encrypted configuration file on disk has been racss.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,dat in all of the observed cases.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,The decrypted file is formatted as XML with the UTF-16LE character encoding.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,COZYDUKE Malware analysis 5.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,TABLE 1: DETAILS OF KNOWN COZYDUKE C&C SERVERS.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Dropper SHA1 Protocol Domain/IP Path Port 75aeaee253b5c8ae701195e3b0f49308f3d1d932 HTTP www.sanjosemaristas.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,com /app/index.php 80 75aeaee253b5c8ae701195e3b0f49308f3d1d932 HTTP www.cifss.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,org /product_thumb/index.php 80 446daabb7ac2b9f11dc1267fbd192628cc2bac19 HTTP pvt.relance.fr /catalogue/json/index.php 80 87668d14910c1e1bb8bbea0c6363f76e664dcd09 HTTPS 200.119.128.45 /mobile.php 443 87668d14910c1e1bb8bbea0c6363f76e664dcd09 HTTPS 202.206.232.20 /rss.php 443 ea0cfe60a7b7168c42c0e86e15feb5b0c9674029 HTTPS www.getiton.hants.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,org.uk /themes/front/img/ajax.php 80 f2ffc4e1d5faec0b7c03a233524bb78e44f0e50b HTTPS www.seccionpolitica.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,com.ar /galeria/index.php 80 9b56155b82f14000f0ec027f29ff20e6ae5205c2 HTTPS 200.125.133.28 /search.php 443 9b56155b82f14000f0ec027f29ff20e6ae5205c2 HTTPS 200.125.142.11 /news.php 443 bf265227f9a8e22ea1c0035ac4d2449ceed43e2b HTTPS 203.156.161.49 /plugins/twitter.php 443 32b0c8c46f8baaba0159967c5602f58dd73ebde9 HTTPS 209.40.72.2 /plugins/fsearch.php 443 78e9960cc5819583fb98fb619b33bff7768ee861 HTTPS 210.59.2.20 /search.php 443 78e9960cc5819583fb98fb619b33bff7768ee861 HTTPS 121.193.130.170 /wp-ajax.php 443 ce9d077349638ffd3e1ad68cda76c12cfb024069 HTTPS 208.75.241.246 /msearch.php 443 ac2b5928f46069111f4334f650a7dbf1b5f026d5 HTTPS 183.78.169.5 /search.php 443 ac2b5928f46069111f4334f650a7dbf1b5f026d5 HTTPS 201.76.51.10 /plugins/json.php 443 bf9d3a45273608caf90084c1157de2074322a230 HTTPS 208.77.177.24 /fsearch.php 443 Note: Domain names intentionally broken.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,"In all CozyDuke samples from 2015, the configuration data has been encrypted with the RC4 key B5 78 62 52 98 3E 24 D7 3B C6 EE 7C B9 ED 91 62.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,"In CozyDuke samples from July of 2014, the RC4 key has been embedded in the encrypted configuration file.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,"In this case, the encrypted configuration file will begin with a 4-byte value specifying the length of the included RC4 key.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,This will be followed by the actual key.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,"Finally, the rest of the file will be the actual configuration data.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Command and control communication.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,CozyDuke’s main method of communicating with its command and control server is using either HTTP or HTTPS.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,"The method of communication, as well as the address to connect to, are specified in CozyDuke’s configuration data.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,"In the cases we have observed, the configuration data for any single CozyDuke instance has included the details of either one or two C&C servers.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Listed above are details of known CozyDuke C&C servers.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,We believe all of the ones listed are compromised servers.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,"In addition to its main communication method, CozyDuke also features the ability to use Twitter as a backup C&C channel.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,"In cases where CozyDuke utilizes this functionality, the twitter account to be used will be specified in CozyDuke’s configuration data.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,We have only observed two samples where a backup Twitter account was actually specified in the configuration data.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,These accounts were @US2515 and @monkey_drive.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Tasks CozyDuke’s primary purpose is the execution of tasks.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,These tasks usually involve the execution of modules or executables providing additional functionality.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,"The main difference between the two is that modules are DLL files loaded in memory by the CozyDuke main component, whereas executables are PE executable files that CozyDuke will write to disk and execute.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,"For the purpose of managing tasks, the main component of CozyDuke implements 6 commands that the C&C server can specify.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
117,These commands are briefly described in Table 2 (overleaf).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,REFERENCE I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,GData; Paul Rascagneres; COM Object hijacking: the discreet way of persistence: An Analysis of a new persistence mechanism in the wild; published 30.10.2014; https://blog.gdatasoftware.com/blog/article/com-object-hijacking-the-discreet-way-of-persistence.html.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120,COZYDUKE Malware analysis 6.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,TABLE 2: 6 COZYDUKE C&C SERVER COMMANDS.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Command Purpose Add Add task Delete Delete task Stop Stop task Modify Modify task or configuration Upload Upload data Download Download data.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,"The following chapter, CozyDuke Tasks, provides further information on the tasks CozyDuke has been observed executing.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,COZYDUKE TASKS.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,"Based on samples obtained from our own collections and generously shared to us by a trusted source, we have been able to identify some of the tasks executed recently by CozyDuke.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,These tasks can be divided into two categories.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,The first consists of CozyDuke modules which are DLL files loaded in memory by the main component of CozyDuke for the purposes of extending CozyDuke’s functionality.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,The second category consists of PE executable files that CozyDuke will write to disk and execute on the infected host.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,These executables are usually droppers similar to those used to infect a host with CozyDuke.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,"In this case, however, instead of dropping CozyDuke, the executables may drop other executables, scripts or DLLs.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,"Once executed by CozyDuke, these executables function independently of CozyDuke’s main component.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Modules.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Listed below are the modules we have observed being used.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,TABLE 3: COZYDUKE MODULES.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Module Type Purpose Command Can be used to execute arbitrary execution commands by invoking C:\ module Windows\System32\cmd.exe Password stealer Will attempt to harvest stored module credentials from the victim NTLM stealer Will attempt to harvest credentials module stored on the victim host that are used as part of Windows NTLM user authentication System info Will attempt to gather module comprehensive information on the victim host’s configuration Screenshot Will take a screenshot of the victim module host.,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
136,Executables.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,We have observed executables executed by CozyDuke for the following purposes.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,• Dropping and executing scripts for collecting information and credentials from the victim organization’s Active Directory environment • Dropping and executing scripts for further penetrating the victim organization with the help of commonly available tools such as Mimikatz and PSExec • Dropping and executing additional malware with the same file and export naming conventions as OnionDuke and the same string encryption algorithm as OnionDuke.,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
139,These executables will implement their own methods of C&C communication and data exfiltration.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,"In many cases, the scripts utilized Microsoft OneDrive accounts for data transfer.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,COZYDUKE EVOLUTION.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,"The earliest CozyDuke sample we have observed so far was compiled on the 29th of December, 2011.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,"The sample in question was not an actual CozyDuke main component, but a CozyDuke module.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,"The earliest main component we observed was compiled on the 29th of February, 2012.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,The main component in question stores its strings and configuration in an unencrypted form.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,"Additionally, the configuration is stored embedded in the binary, not as a separate XML file in the manner of newer CozyDuke versions.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Even this oldest main component does however use XML for other purposes via the open-source Pugi-XML library.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,"The next CozyDuke main component we observed was compiled on the 30th of November, 2012.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,"By then, the authors had switched to encrypting the strings and the configuration.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,"However, the configuration was still stored embedded in the binary.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,"Design-wise, this sample is a bit of an outlier.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,"Instead of being a DLL file, the main component is actually an EXE that, in addition to the configuration, embeds multiple DLLs that provide additional functionality to the main component.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,"Apart from the different design, functionally the main component is very similar to other CozyDuke main components.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,"It is possible the authors of CozyDuke were trying out a new design, but eventually decided to go back to the original.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,"The next CozyDuke main component we observed, compiled on the 2nd of July, 2014, is again a DLL file.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,"By now, the authors of CozyDuke had switched from.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,COZYDUKE Malware analysis 7.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,FIGURE 4: TIMELINE OF COZYDUKE EVOLUTION.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,30/11/12 Executable CozyDuke main component 426KB EXE Encrypted strings 26/2/15 Encrypted embedded configuration CozyDuke main component 29/12/11 820KB DLL Oldest known CozyDuke module Encrypted strings Unencrypted strings Encrypted external configuration 2012 2013 2014 2015 29/2/12 2/7/14 Oldest known CozyDuke main module CozyDuke main component 266KB DLL 279KB DLL Unencrypted strings Encrypted strings Unencrypted embedded configuration Encrypted external configuration.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,an embedded configuration to the external XML- formatted configuration file seen today.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,"We have yet to observe samples from 2013, but we believe CozyDuke to have been under active development as well during that year.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,"Between 2012 and 2014, the authors of CozyDuke appear to have performed significant refactoring of the CozyDuke codebase, even though functionally the differences are smaller.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Examples of this refactoring include for instance the switch from using the Pugi-XML library to using Microsoft’s MSXML 3.0 for XML-related functionality.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,"The latest CozyDuke main component we observed was compiled on the 26th of February, 2015.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,"The core functionality of the latest sample is very similar to the previous sample from July of 2014, but the authors of CozyDuke have implemented a lot of additional functionality, as the increase in size from 279KB to 820KB would also suggest.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,TABLE 4: COZYDUKE PDB STRINGS.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Compilation timestamp PDB string Mon Feb 13 13:07:04 2012 E:\Visual Studio 2010\Projects\Agent_NextGen\Agent2011v3\Agent2011\Agent\tasks\bin\ (UTC) GetPasswords\exe\GetPasswords.pdb Wed Dec 28 13:23:04 2011 D:\Projects\Agent2011\Agent2011\Agent\tasks\bin\systeminfo\exe\systeminfo.pdb (UTC) Thu Jan 26 13:57:00 2012 \\192.168.56.101\true\soft\Agent\tasks\Screenshots\agent_screeshots\Release\agent_ (UTC) screeshots.pdb.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,COZYDUKE TERMINOLOGY AND NAMING.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
